Año(aaaa)-Trimestre(t),Orden del país, País,Estado de la información,Unidad multiplicadora,Moneda (USD),Valor
2013-3,44,Irán,Definitivo,Millones,Dólar estadounidense,0
2013-3,45,Irlanda⁴,Definitivo,Millones,Dólar estadounidense,"0,301168483"
2013-3,46,Isla de Man,Definitivo,Millones,Dólar estadounidense,0
2013-3,47,Israel,Definitivo,Millones,Dólar estadounidense,"0,067282071"
2013-3,48,Italia,Definitivo,Millones,Dólar estadounidense,"74,20555026"
2013-3,49,Japón,Definitivo,Millones,Dólar estadounidense,"39,80214431"
2013-3,50,Jordania,Definitivo,Millones,Dólar estadounidense,0
2013-3,51,Kuwait,Definitivo,Millones,Dólar estadounidense,0
2013-3,52,Líbano,Definitivo,Millones,Dólar estadounidense,0
2013-3,53,Liberia,Definitivo,Millones,Dólar estadounidense,0
2013-3,54,Liechtenstein,Definitivo,Millones,Dólar estadounidense,0
2013-3,55,Lituania,Definitivo,Millones,Dólar estadounidense,0
2013-3,56,Luxemburgo,Definitivo,Millones,Dólar estadounidense,"56,98398531"
2013-3,57,Malasia,Definitivo,Millones,Dólar estadounidense,"0,142699635"
2013-3,58,México,Definitivo,Millones,Dólar estadounidense,"131,4775741"
2013-3,59,Nicaragua,Definitivo,Millones,Dólar estadounidense,0
2013-3,60,Noruega,Definitivo,Millones,Dólar estadounidense,"4,484212689"
2013-3,61,Nueva Zelanda,Definitivo,Millones,Dólar estadounidense,0
2013-3,62,Países Bajos,Definitivo,Millones,Dólar estadounidense,"223,4543132"
2013-3,63,Panamá,Definitivo,Millones,Dólar estadounidense,"603,4629858"
2013-3,64,Paraguay,Definitivo,Millones,Dólar estadounidense,"0,0929"
2013-3,65,Perú,Definitivo,Millones,Dólar estadounidense,"22,76519937"
2013-3,66,Portugal,Definitivo,Millones,Dólar estadounidense,"0,572930322"
2013-3,67,Puerto Rico,Definitivo,Millones,Dólar estadounidense,"4,43793908"
2013-3,69,República Dominicana,Definitivo,Millones,Dólar estadounidense,"1,083391958"
2013-3,70,Singapur,Definitivo,Millones,Dólar estadounidense,"2,443910917"
2013-3,71,Sri Lanka,Definitivo,Millones,Dólar estadounidense,0
2013-3,72,Suecia,Definitivo,Millones,Dólar estadounidense,"-25,86286527"
2013-3,73,Suiza,Definitivo,Millones,Dólar estadounidense,"441,0002283"
2013-3,74,Sudáfrica,Definitivo,Millones,Dólar estadounidense,0
2013-3,75,Tailandia,Definitivo,Millones,Dólar estadounidense,0
2013-3,76,Taiwán,Definitivo,Millones,Dólar estadounidense,0
2013-3,77,Ucrania,Definitivo,Millones,Dólar estadounidense,0
2013-3,78,Uruguay,Definitivo,Millones,Dólar estadounidense,"15,65689272"
2013-3,79,Venezuela,Definitivo,Millones,Dólar estadounidense,"28,6369665"
2013-3,81,Otros Países,Definitivo,Millones,Dólar estadounidense,"36,64303198"
2013-3,82,Total paises,Definitivo,Millones,Dólar estadounidense,"4712,974458"
2013-4,1,Afganistán,Definitivo,Millones,Dólar estadounidense,0
2013-4,2,Albania,Definitivo,Millones,Dólar estadounidense,0
2013-4,3,Alemania,Definitivo,Millones,Dólar estadounidense,"42,43059651"
2013-4,4,Anguilla,Definitivo,Millones,Dólar estadounidense,"256,3933455"
2013-4,5,Antillas Holandesas,Definitivo,Millones,Dólar estadounidense,"-0,004094137"
2013-4,6,Argentina,Definitivo,Millones,Dólar estadounidense,"2,079371903"
2013-4,7,Aruba,Definitivo,Millones,Dólar estadounidense,"0,137313701"
2013-4,8,Australia,Definitivo,Millones,Dólar estadounidense,"7,417032393"
2013-4,9,Austria,Definitivo,Millones,Dólar estadounidense,"22,1075228"
2013-4,10,Bahamas,Definitivo,Millones,Dólar estadounidense,"2,250805609"
2013-4,11,Barbados,Definitivo,Millones,Dólar estadounidense,"96,91911793"
2013-4,12,Bélgica,Definitivo,Millones,Dólar estadounidense,"-20,15849524"
2013-4,13,Belice,Definitivo,Millones,Dólar estadounidense,"3,7"
2013-4,14,Bermudas,Definitivo,Millones,Dólar estadounidense,"135,1380397"
2013-4,15,Bolivia,Definitivo,Millones,Dólar estadounidense,"0,14939"
2013-4,16,Brasil,Definitivo,Millones,Dólar estadounidense,"25,14374222"
2013-4,17,Canadá,Definitivo,Millones,Dólar estadounidense,"56,67977666"
2013-4,18,Chile,Definitivo,Millones,Dólar estadounidense,"56,56686856"
2013-4,19,China,Definitivo,Millones,Dólar estadounidense,"-2,188727514"
2013-4,20,Corea del Sur,Definitivo,Millones,Dólar estadounidense,"1,691567349"
2013-4,21,Chipre,Definitivo,Millones,Dólar estadounidense,"-4,203274793"
2013-4,22,Costa Rica,Definitivo,Millones,Dólar estadounidense,"1,89331068"
2013-4,23,Cuba,Definitivo,Millones,Dólar estadounidense,0
2013-4,24,Curazao,Definitivo,Millones,Dólar estadounidense,"0,533578203"
2013-4,25,Dinamarca,Definitivo,Millones,Dólar estadounidense,"4,339143594"
2013-4,26,Ecuador,Definitivo,Millones,Dólar estadounidense,"24,79393098"
2013-4,27,El Salvador,Definitivo,Millones,Dólar estadounidense,"0,4"
2013-4,28,Escocia,Definitivo,Millones,Dólar estadounidense,0
2013-4,29,España,Definitivo,Millones,Dólar estadounidense,"342,8918548"
2013-4,30,Estados Unidos,Definitivo,Millones,Dólar estadounidense,"601,1787755"
2013-4,31,Finlandia,Definitivo,Millones,Dólar estadounidense,0
2013-4,32,Francia,Definitivo,Millones,Dólar estadounidense,"57,3582399"
2013-4,33,Gibraltar,Definitivo,Millones,Dólar estadounidense,0
2013-4,34,Grecia,Definitivo,Millones,Dólar estadounidense,0
2013-4,35,Guatemala,Definitivo,Millones,Dólar estadounidense,"2,1"
2013-4,36,Honduras,Definitivo,Millones,Dólar estadounidense,"0,2"
2013-4,37,Hong Kong,Definitivo,Millones,Dólar estadounidense,"0,5"
2013-4,38,Hungría,Definitivo,Millones,Dólar estadounidense,0
2013-4,39,Islas Caimán,Definitivo,Millones,Dólar estadounidense,"146,1958533"
2013-4,40,Islas Vírgenes Británicas,Definitivo,Millones,Dólar estadounidense,"81,44703381"
2013-4,41,India,Definitivo,Millones,Dólar estadounidense,"0,536078175"
2013-4,42,Inglaterra,Definitivo,Millones,Dólar estadounidense,"420,7231471"
2013-4,44,Irán,Definitivo,Millones,Dólar estadounidense,0
2013-4,45,Irlanda⁴,Definitivo,Millones,Dólar estadounidense,"-0,076800185"
2013-4,46,Isla de Man,Definitivo,Millones,Dólar estadounidense,0
2013-4,47,Israel,Definitivo,Millones,Dólar estadounidense,"1,141131859"
2013-4,48,Italia,Definitivo,Millones,Dólar estadounidense,"3,470586747"
2013-4,49,Japón,Definitivo,Millones,Dólar estadounidense,"10,94315235"
2013-4,50,Jordania,Definitivo,Millones,Dólar estadounidense,0
2013-4,51,Kuwait,Definitivo,Millones,Dólar estadounidense,0
2013-4,52,Líbano,Definitivo,Millones,Dólar estadounidense,0
2013-4,53,Liberia,Definitivo,Millones,Dólar estadounidense,0
2013-4,54,Liechtenstein,Definitivo,Millones,Dólar estadounidense,0
2013-4,55,Lituania,Definitivo,Millones,Dólar estadounidense,0
2013-4,56,Luxemburgo,Definitivo,Millones,Dólar estadounidense,"29,10877916"
2013-4,57,Malasia,Definitivo,Millones,Dólar estadounidense,"0,06197111"
2013-4,58,México,Definitivo,Millones,Dólar estadounidense,"102,8791587"
2013-4,59,Nicaragua,Definitivo,Millones,Dólar estadounidense,0
2013-4,60,Noruega,Definitivo,Millones,Dólar estadounidense,"4,851817663"
2013-4,61,Nueva Zelanda,Definitivo,Millones,Dólar estadounidense,0
2013-4,62,Países Bajos,Definitivo,Millones,Dólar estadounidense,"93,56023557"
2013-4,63,Panamá,Definitivo,Millones,Dólar estadounidense,"351,7808653"
2013-4,64,Paraguay,Definitivo,Millones,Dólar estadounidense,"0,1"
2013-4,65,Perú,Definitivo,Millones,Dólar estadounidense,"15,45988006"
2013-4,66,Portugal,Definitivo,Millones,Dólar estadounidense,"4,813276443"
2013-4,67,Puerto Rico,Definitivo,Millones,Dólar estadounidense,"9,22353849"
2013-4,69,República Dominicana,Definitivo,Millones,Dólar estadounidense,"10,39330361"
2013-4,70,Singapur,Definitivo,Millones,Dólar estadounidense,"1,725876169"
2013-4,71,Sri Lanka,Definitivo,Millones,Dólar estadounidense,0
2013-4,72,Suecia,Definitivo,Millones,Dólar estadounidense,"-28,70844025"
2013-4,73,Suiza,Definitivo,Millones,Dólar estadounidense,"794,556583"
2013-4,74,Sudáfrica,Definitivo,Millones,Dólar estadounidense,0
2013-4,75,Tailandia,Definitivo,Millones,Dólar estadounidense,0
2013-4,76,Taiwán,Definitivo,Millones,Dólar estadounidense,0
2013-4,77,Ucrania,Definitivo,Millones,Dólar estadounidense,0
2013-4,78,Uruguay,Definitivo,Millones,Dólar estadounidense,"15,25111289"
2013-4,79,Venezuela,Definitivo,Millones,Dólar estadounidense,"15,23413184"
2013-4,81,Otros Países,Definitivo,Millones,Dólar estadounidense,"8,981145196"
2013-4,82,Total paises,Definitivo,Millones,Dólar estadounidense,"3812,092151"
2014-1,1,Afganistán,Definitivo,Millones,Dólar estadounidense,0
2014-1,2,Albania,Definitivo,Millones,Dólar estadounidense,0
2014-1,3,Alemania,Definitivo,Millones,Dólar estadounidense,"-11,25651725"
2014-1,4,Anguilla,Definitivo,Millones,Dólar estadounidense,"-6,516164737"
2014-1,5,Antillas Holandesas,Definitivo,Millones,Dólar estadounidense,"-0,015959311"
2014-1,6,Argentina,Definitivo,Millones,Dólar estadounidense,"0,532835097"
2014-1,7,Aruba,Definitivo,Millones,Dólar estadounidense,"0,201365386"
2014-1,8,Australia,Definitivo,Millones,Dólar estadounidense,"11,57318824"
2014-1,9,Austria,Definitivo,Millones,Dólar estadounidense,"-1,78452958"
2014-1,10,Bahamas,Definitivo,Millones,Dólar estadounidense,"23,56964136"
2014-1,11,Barbados,Definitivo,Millones,Dólar estadounidense,"92,37570951"
2014-1,12,Bélgica,Definitivo,Millones,Dólar estadounidense,"-6,633786386"
2014-1,13,Belice,Definitivo,Millones,Dólar estadounidense,0
2014-1,14,Bermudas,Definitivo,Millones,Dólar estadounidense,"286,1759466"
2014-1,15,Bolivia,Definitivo,Millones,Dólar estadounidense,"0,16125475"
2014-1,16,Brasil,Definitivo,Millones,Dólar estadounidense,"12,93459578"
2014-1,17,Canadá,Definitivo,Millones,Dólar estadounidense,"19,57296123"
2014-1,18,Chile,Definitivo,Millones,Dólar estadounidense,"65,89484587"
2014-1,19,China,Definitivo,Millones,Dólar estadounidense,"3,891416252"
2014-1,20,Corea del Sur,Definitivo,Millones,Dólar estadounidense,"1,107678977"
2014-1,21,Chipre,Definitivo,Millones,Dólar estadounidense,"-2,894446257"
2014-1,22,Costa Rica,Definitivo,Millones,Dólar estadounidense,"2,849194107"
2014-1,23,Cuba,Definitivo,Millones,Dólar estadounidense,0
2014-1,24,Curazao,Definitivo,Millones,Dólar estadounidense,"0,376744026"
2014-1,25,Dinamarca,Definitivo,Millones,Dólar estadounidense,"0,055390829"
2014-1,26,Ecuador,Definitivo,Millones,Dólar estadounidense,"11,43522719"
2014-1,27,El Salvador,Definitivo,Millones,Dólar estadounidense,0
2014-1,28,Escocia,Definitivo,Millones,Dólar estadounidense,0
2014-1,29,España,Definitivo,Millones,Dólar estadounidense,"463,6397744"
2014-1,30,Estados Unidos,Definitivo,Millones,Dólar estadounidense,"703,7359158"
2014-1,31,Finlandia,Definitivo,Millones,Dólar estadounidense,0
2014-1,32,Francia,Definitivo,Millones,Dólar estadounidense,"45,62519097"
2014-1,33,Gibraltar,Definitivo,Millones,Dólar estadounidense,0
2014-1,34,Grecia,Definitivo,Millones,Dólar estadounidense,0
2014-1,35,Guatemala,Definitivo,Millones,Dólar estadounidense,0
2014-1,36,Honduras,Definitivo,Millones,Dólar estadounidense,0
2014-1,37,Hong Kong,Definitivo,Millones,Dólar estadounidense,0
2014-1,38,Hungría,Definitivo,Millones,Dólar estadounidense,0
2014-1,39,Islas Caimán,Definitivo,Millones,Dólar estadounidense,"72,80046913"
2014-1,40,Islas Vírgenes Británicas,Definitivo,Millones,Dólar estadounidense,"66,40137245"
2014-1,41,India,Definitivo,Millones,Dólar estadounidense,"0,927780859"
2014-1,42,Inglaterra,Definitivo,Millones,Dólar estadounidense,"201,2641733"
2014-1,44,Irán,Definitivo,Millones,Dólar estadounidense,0
2014-1,45,Irlanda⁴,Definitivo,Millones,Dólar estadounidense,"0,719419687"
2014-1,46,Isla de Man,Definitivo,Millones,Dólar estadounidense,0
2014-1,47,Israel,Definitivo,Millones,Dólar estadounidense,"0,830086466"
2014-1,48,Italia,Definitivo,Millones,Dólar estadounidense,"18,95623071"
2014-1,49,Japón,Definitivo,Millones,Dólar estadounidense,"13,84629723"
2014-1,50,Jordania,Definitivo,Millones,Dólar estadounidense,0
2014-1,51,Kuwait,Definitivo,Millones,Dólar estadounidense,0
2014-1,52,Líbano,Definitivo,Millones,Dólar estadounidense,0
2014-1,53,Liberia,Definitivo,Millones,Dólar estadounidense,0
2014-1,54,Liechtenstein,Definitivo,Millones,Dólar estadounidense,0
2014-1,55,Lituania,Definitivo,Millones,Dólar estadounidense,0
2014-1,56,Luxemburgo,Definitivo,Millones,Dólar estadounidense,"36,89909953"
2014-1,57,Malasia,Definitivo,Millones,Dólar estadounidense,"0,492901901"
2014-1,58,México,Definitivo,Millones,Dólar estadounidense,"189,0962526"
2014-1,59,Nicaragua,Definitivo,Millones,Dólar estadounidense,0
2014-1,60,Noruega,Definitivo,Millones,Dólar estadounidense,"3,400503895"
2014-1,61,Nueva Zelanda,Definitivo,Millones,Dólar estadounidense,0
2014-1,62,Países Bajos,Definitivo,Millones,Dólar estadounidense,"163,8965612"
2014-1,63,Panamá,Definitivo,Millones,Dólar estadounidense,"855,5113478"
2014-1,64,Paraguay,Definitivo,Millones,Dólar estadounidense,0
2014-1,65,Perú,Definitivo,Millones,Dólar estadounidense,"87,91200435"
2014-1,66,Portugal,Definitivo,Millones,Dólar estadounidense,"3,963561561"
2014-1,67,Puerto Rico,Definitivo,Millones,Dólar estadounidense,"-0,4123408"
2014-1,69,República Dominicana,Definitivo,Millones,Dólar estadounidense,"0,182823672"
2014-1,70,Singapur,Definitivo,Millones,Dólar estadounidense,"1,867284267"
2014-1,71,Sri Lanka,Definitivo,Millones,Dólar estadounidense,0
2014-1,72,Suecia,Definitivo,Millones,Dólar estadounidense,"2,516678275"
2014-1,73,Suiza,Definitivo,Millones,Dólar estadounidense,"322,1440657"
2014-1,74,Sudáfrica,Definitivo,Millones,Dólar estadounidense,0
2014-1,75,Tailandia,Definitivo,Millones,Dólar estadounidense,0
2014-1,76,Taiwán,Definitivo,Millones,Dólar estadounidense,0
2014-1,77,Ucrania,Definitivo,Millones,Dólar estadounidense,0
2014-1,78,Uruguay,Definitivo,Millones,Dólar estadounidense,"11,51171485"
2014-1,79,Venezuela,Definitivo,Millones,Dólar estadounidense,"23,62788324"
2014-1,81,Otros Países,Definitivo,Millones,Dólar estadounidense,"-5,03674145"
2014-1,82,Total paises,Definitivo,Millones,Dólar estadounidense,"3789,926903"
2014-2,1,Afganistán,Definitivo,Millones,Dólar estadounidense,0
2014-2,2,Albania,Definitivo,Millones,Dólar estadounidense,0
2014-2,3,Alemania,Definitivo,Millones,Dólar estadounidense,"-15,58948839"
2014-2,4,Anguilla,Definitivo,Millones,Dólar estadounidense,"2,725522048"
2014-2,5,Antillas Holandesas,Definitivo,Millones,Dólar estadounidense,"-0,032552338"
2014-2,6,Argentina,Definitivo,Millones,Dólar estadounidense,"1,277898402"
2014-2,7,Aruba,Definitivo,Millones,Dólar estadounidense,"0,14680256"
2014-2,8,Australia,Definitivo,Millones,Dólar estadounidense,"-0,498120788"
2014-2,9,Austria,Definitivo,Millones,Dólar estadounidense,"3,335374162"
2014-2,10,Bahamas,Definitivo,Millones,Dólar estadounidense,"5,088326457"
2014-2,11,Barbados,Definitivo,Millones,Dólar estadounidense,"274,435466"
2014-2,12,Bélgica,Definitivo,Millones,Dólar estadounidense,"10,45988311"
2014-2,13,Belice,Definitivo,Millones,Dólar estadounidense,0
2014-2,14,Bermudas,Definitivo,Millones,Dólar estadounidense,"172,2305845"
2014-2,15,Bolivia,Definitivo,Millones,Dólar estadounidense,"0,53617287"
2014-2,16,Brasil,Definitivo,Millones,Dólar estadounidense,"8,413351279"
2014-2,17,Canadá,Definitivo,Millones,Dólar estadounidense,"112,6051243"
2014-2,18,Chile,Definitivo,Millones,Dólar estadounidense,"72,3887934"
2014-2,19,China,Definitivo,Millones,Dólar estadounidense,"12,27922235"
2014-2,20,Corea del Sur,Definitivo,Millones,Dólar estadounidense,"-0,134613221"
2014-2,21,Chipre,Definitivo,Millones,Dólar estadounidense,"-3,88214156"
2014-2,22,Costa Rica,Definitivo,Millones,Dólar estadounidense,"1,7283952"
2014-2,23,Cuba,Definitivo,Millones,Dólar estadounidense,0
2014-2,24,Curazao,Definitivo,Millones,Dólar estadounidense,"0,915034625"
2014-2,25,Dinamarca,Definitivo,Millones,Dólar estadounidense,"1,946243686"
2014-2,26,Ecuador,Definitivo,Millones,Dólar estadounidense,"4,654906275"
2014-2,27,El Salvador,Definitivo,Millones,Dólar estadounidense,0
2014-2,28,Escocia,Definitivo,Millones,Dólar estadounidense,0
2014-2,29,España,Definitivo,Millones,Dólar estadounidense,"945,0319327"
2014-2,30,Estados Unidos,Definitivo,Millones,Dólar estadounidense,"914,6306344"
2014-2,31,Finlandia,Definitivo,Millones,Dólar estadounidense,0
2014-2,32,Francia,Definitivo,Millones,Dólar estadounidense,"76,07418991"
2014-2,33,Gibraltar,Definitivo,Millones,Dólar estadounidense,0
2014-2,34,Grecia,Definitivo,Millones,Dólar estadounidense,0
2014-2,35,Guatemala,Definitivo,Millones,Dólar estadounidense,0
2014-2,36,Honduras,Definitivo,Millones,Dólar estadounidense,0
2014-2,37,Hong Kong,Definitivo,Millones,Dólar estadounidense,0
2014-2,38,Hungría,Definitivo,Millones,Dólar estadounidense,0
2014-2,39,Islas Caimán,Definitivo,Millones,Dólar estadounidense,"137,7460201"
2014-2,40,Islas Vírgenes Británicas,Definitivo,Millones,Dólar estadounidense,"123,3554143"
2014-2,41,India,Definitivo,Millones,Dólar estadounidense,"2,452186859"
2014-2,42,Inglaterra,Definitivo,Millones,Dólar estadounidense,"352,3697112"
2014-2,44,Irán,Definitivo,Millones,Dólar estadounidense,0
2014-2,45,Irlanda⁴,Definitivo,Millones,Dólar estadounidense,"0,501743241"
2014-2,46,Isla de Man,Definitivo,Millones,Dólar estadounidense,0
2014-2,47,Israel,Definitivo,Millones,Dólar estadounidense,"0,591448028"
2014-2,48,Italia,Definitivo,Millones,Dólar estadounidense,"7,218219096"
2014-2,49,Japón,Definitivo,Millones,Dólar estadounidense,"30,25988984"
2014-2,50,Jordania,Definitivo,Millones,Dólar estadounidense,0
2014-2,51,Kuwait,Definitivo,Millones,Dólar estadounidense,0
2014-2,52,Líbano,Definitivo,Millones,Dólar estadounidense,0
2014-2,53,Liberia,Definitivo,Millones,Dólar estadounidense,0
2014-2,54,Liechtenstein,Definitivo,Millones,Dólar estadounidense,0
2014-2,55,Lituania,Definitivo,Millones,Dólar estadounidense,0
2014-2,56,Luxemburgo,Definitivo,Millones,Dólar estadounidense,"87,2032781"
2014-2,57,Malasia,Definitivo,Millones,Dólar estadounidense,"0,753564236"
2014-2,58,México,Definitivo,Millones,Dólar estadounidense,"177,0724321"
2014-2,59,Nicaragua,Definitivo,Millones,Dólar estadounidense,0
2014-2,60,Noruega,Definitivo,Millones,Dólar estadounidense,"10,51571067"
2014-2,61,Nueva Zelanda,Definitivo,Millones,Dólar estadounidense,0
2014-2,62,Países Bajos,Definitivo,Millones,Dólar estadounidense,"157,4224771"
2014-2,63,Panamá,Definitivo,Millones,Dólar estadounidense,"484,5844012"
2014-2,64,Paraguay,Definitivo,Millones,Dólar estadounidense,0
2014-2,65,Perú,Definitivo,Millones,Dólar estadounidense,"32,39993497"
2014-2,66,Portugal,Definitivo,Millones,Dólar estadounidense,"6,616715248"
2014-2,67,Puerto Rico,Definitivo,Millones,Dólar estadounidense,"-2,85194725"
2014-2,69,República Dominicana,Definitivo,Millones,Dólar estadounidense,"0,22632823"
2014-2,70,Singapur,Definitivo,Millones,Dólar estadounidense,"3,311957993"
2014-2,71,Sri Lanka,Definitivo,Millones,Dólar estadounidense,0
2014-2,72,Suecia,Definitivo,Millones,Dólar estadounidense,"7,509573199"
2014-2,73,Suiza,Definitivo,Millones,Dólar estadounidense,"710,8597349"
2014-2,74,Sudáfrica,Definitivo,Millones,Dólar estadounidense,0
2014-2,75,Tailandia,Definitivo,Millones,Dólar estadounidense,0
2014-2,76,Taiwán,Definitivo,Millones,Dólar estadounidense,0
2014-2,77,Ucrania,Definitivo,Millones,Dólar estadounidense,0
2014-2,78,Uruguay,Definitivo,Millones,Dólar estadounidense,"11,59456827"
2014-2,79,Venezuela,Definitivo,Millones,Dólar estadounidense,"24,06296433"
2014-2,81,Otros Países,Definitivo,Millones,Dólar estadounidense,"-21,13448152"
2014-2,82,Total paises,Definitivo,Millones,Dólar estadounidense,"4945,408786"
2014-3,1,Afganistán,Definitivo,Millones,Dólar estadounidense,0
2014-3,2,Albania,Definitivo,Millones,Dólar estadounidense,0
2014-3,3,Alemania,Definitivo,Millones,Dólar estadounidense,"27,26684956"
2014-3,4,Anguilla,Definitivo,Millones,Dólar estadounidense,"51,91596555"
2014-3,5,Antillas Holandesas,Definitivo,Millones,Dólar estadounidense,"-0,051577462"
2014-3,6,Argentina,Definitivo,Millones,Dólar estadounidense,"0,974840755"
2014-3,7,Aruba,Definitivo,Millones,Dólar estadounidense,"0,218754779"
2014-3,8,Australia,Definitivo,Millones,Dólar estadounidense,"1,595436654"
2014-3,9,Austria,Definitivo,Millones,Dólar estadounidense,"1,33137781"
2014-3,10,Bahamas,Definitivo,Millones,Dólar estadounidense,"5,503222332"
2014-3,11,Barbados,Definitivo,Millones,Dólar estadounidense,"95,25457354"
2014-3,12,Bélgica,Definitivo,Millones,Dólar estadounidense,"18,11008006"
2014-3,13,Belice,Definitivo,Millones,Dólar estadounidense,0
2014-3,14,Bermudas,Definitivo,Millones,Dólar estadounidense,"27,80687044"
2014-3,15,Bolivia,Definitivo,Millones,Dólar estadounidense,"0,41825055"
2014-3,16,Brasil,Definitivo,Millones,Dólar estadounidense,"10,47193607"
2014-3,17,Canadá,Definitivo,Millones,Dólar estadounidense,"242,1031067"
2014-3,18,Chile,Definitivo,Millones,Dólar estadounidense,"25,08783775"
2014-3,19,China,Definitivo,Millones,Dólar estadounidense,"8,159986133"
2014-3,20,Corea del Sur,Definitivo,Millones,Dólar estadounidense,"-4,630810931"
2014-3,21,Chipre,Definitivo,Millones,Dólar estadounidense,"0,396774049"
2014-3,22,Costa Rica,Definitivo,Millones,Dólar estadounidense,"13,50086629"
2014-3,23,Cuba,Definitivo,Millones,Dólar estadounidense,0
2014-3,24,Curazao,Definitivo,Millones,Dólar estadounidense,"2,440315582"
2014-3,25,Dinamarca,Definitivo,Millones,Dólar estadounidense,"1,429086308"
2014-3,26,Ecuador,Definitivo,Millones,Dólar estadounidense,"15,0516136"
2014-3,27,El Salvador,Definitivo,Millones,Dólar estadounidense,0
2014-3,28,Escocia,Definitivo,Millones,Dólar estadounidense,0
2014-3,29,España,Definitivo,Millones,Dólar estadounidense,"474,766587"
2014-3,30,Estados Unidos,Definitivo,Millones,Dólar estadounidense,"437,2829488"
2014-3,31,Finlandia,Definitivo,Millones,Dólar estadounidense,0
2014-3,32,Francia,Definitivo,Millones,Dólar estadounidense,"56,37356979"
2014-3,33,Gibraltar,Definitivo,Millones,Dólar estadounidense,0
2014-3,34,Grecia,Definitivo,Millones,Dólar estadounidense,0
2014-3,35,Guatemala,Definitivo,Millones,Dólar estadounidense,0
2014-3,36,Honduras,Definitivo,Millones,Dólar estadounidense,0
2014-3,37,Hong Kong,Definitivo,Millones,Dólar estadounidense,0
2014-3,38,Hungría,Definitivo,Millones,Dólar estadounidense,0
2014-3,39,Islas Caimán,Definitivo,Millones,Dólar estadounidense,"80,07163778"
2014-3,40,Islas Vírgenes Británicas,Definitivo,Millones,Dólar estadounidense,"83,58716541"
2014-3,41,India,Definitivo,Millones,Dólar estadounidense,"1,973752342"
2014-3,42,Inglaterra,Definitivo,Millones,Dólar estadounidense,"364,5114522"
2014-3,44,Irán,Definitivo,Millones,Dólar estadounidense,0
2014-3,45,Irlanda⁴,Definitivo,Millones,Dólar estadounidense,"0,422968363"
2014-3,46,Isla de Man,Definitivo,Millones,Dólar estadounidense,0
2014-3,47,Israel,Definitivo,Millones,Dólar estadounidense,"0,275224559"
2014-3,48,Italia,Definitivo,Millones,Dólar estadounidense,"16,51635577"
2014-3,49,Japón,Definitivo,Millones,Dólar estadounidense,"5,322965293"
2014-3,50,Jordania,Definitivo,Millones,Dólar estadounidense,0
2014-3,51,Kuwait,Definitivo,Millones,Dólar estadounidense,0
2014-3,52,Líbano,Definitivo,Millones,Dólar estadounidense,0
2014-3,53,Liberia,Definitivo,Millones,Dólar estadounidense,0
2014-3,54,Liechtenstein,Definitivo,Millones,Dólar estadounidense,0
2014-3,55,Lituania,Definitivo,Millones,Dólar estadounidense,0
2014-3,56,Luxemburgo,Definitivo,Millones,Dólar estadounidense,"93,77231173"
2014-3,57,Malasia,Definitivo,Millones,Dólar estadounidense,"0,117629605"
2014-3,58,México,Definitivo,Millones,Dólar estadounidense,"178,5764912"
2014-3,59,Nicaragua,Definitivo,Millones,Dólar estadounidense,0
2014-3,60,Noruega,Definitivo,Millones,Dólar estadounidense,"4,102330914"
2014-3,61,Nueva Zelanda,Definitivo,Millones,Dólar estadounidense,0
2014-3,62,Países Bajos,Definitivo,Millones,Dólar estadounidense,"167,9708213"
2014-3,63,Panamá,Definitivo,Millones,Dólar estadounidense,"503,662418"
2014-3,64,Paraguay,Definitivo,Millones,Dólar estadounidense,0
2014-3,65,Perú,Definitivo,Millones,Dólar estadounidense,"10,20608904"
2014-3,66,Portugal,Definitivo,Millones,Dólar estadounidense,"1,051401846"
2014-3,67,Puerto Rico,Definitivo,Millones,Dólar estadounidense,"0,656612"
2014-3,69,República Dominicana,Definitivo,Millones,Dólar estadounidense,"0,458164125"
2014-3,70,Singapur,Definitivo,Millones,Dólar estadounidense,"3,6020807"
2014-3,71,Sri Lanka,Definitivo,Millones,Dólar estadounidense,0
2014-3,72,Suecia,Definitivo,Millones,Dólar estadounidense,"37,8973768"
2014-3,73,Suiza,Definitivo,Millones,Dólar estadounidense,"592,3984143"
2014-3,74,Sudáfrica,Definitivo,Millones,Dólar estadounidense,0
2014-3,75,Tailandia,Definitivo,Millones,Dólar estadounidense,0
2014-3,76,Taiwán,Definitivo,Millones,Dólar estadounidense,0
2014-3,77,Ucrania,Definitivo,Millones,Dólar estadounidense,0
2014-3,78,Uruguay,Definitivo,Millones,Dólar estadounidense,"8,973921537"
2014-3,79,Venezuela,Definitivo,Millones,Dólar estadounidense,"19,19519546"
2014-3,81,Otros Países,Definitivo,Millones,Dólar estadounidense,"-14,92085618"
2014-3,82,Total paises,Definitivo,Millones,Dólar estadounidense,"3673,180386"
2014-4,1,Afganistán,Definitivo,Millones,Dólar estadounidense,0
2014-4,2,Albania,Definitivo,Millones,Dólar estadounidense,0
2014-4,3,Alemania,Definitivo,Millones,Dólar estadounidense,"80,61422927"
2014-4,4,Anguilla,Definitivo,Millones,Dólar estadounidense,"-211,5061565"
2014-4,5,Antillas Holandesas,Definitivo,Millones,Dólar estadounidense,"-0,033118295"
2014-4,6,Argentina,Definitivo,Millones,Dólar estadounidense,"-11,84209711"
2014-4,7,Aruba,Definitivo,Millones,Dólar estadounidense,"0,139926059"
